country,ISO,y2012,y2013,y2014,y2015,y2016,y2017,y2018,y2019,y2020,y2021,y2022,COUNTRYDATA,PR,CL,development,gdp_pc_ppp,region,region9,oecd,OVERALLINTEGRITY,PEIIndexp,PEIIndexi,rating,LAWS,lawsunfair,lawsunfair2,favoredincumbent,favoredincumbent2,citizens,citizens2,laws,lawsi,PROCEDURES,managed,votinginfo,fairofficials,legalelections,procedures,proceduresi,BOUNDARIES,bdiscrim,bdiscrim2,bfavored,bfavored2,bimpartial,boundaries,boundariesi,VOTERREGISTRATION,reglisted,reglisted2,reginaccurate,reginaccurate2,ineligible,ineligible2,votereg,voteregi,PARTYREGISTRATION,oppprevent,oppprevent2,womenopp,minorityopp,leaderselect,leaderselect2,rallies,rallies2,partyreg,partyregi,MEDIACOVERAGE,newspapers,tv,tv2,fairaccess,faircoverage,socialmedia,media,mediai,CAMPAIGNFINANCE,subsidies,donations,accounts,rich,rich2,resources,resources2,finance,financei,VOTINGPROCESS,violence,violence2,fraudulent,fraudulent2,easy,choice,postal,disabled,expats,internet,voting,votingi,VOTECOUNT,secure,delay,faircount,intlmonitors,intlmonitors2,domesticmonitors,domesticmonitors2,count,counti,VOTINGRESULTS,challenged,challenged2,protestspeace,protestspeace2,protestsviolent,protestsviolent2,disputes,results,resultsi,ELECTIONAUTHORITIES,impartial,info,scrutiny,performance,EMBs,EMBsi,GENERALQUESTIONS,important,ORGCONFIDENCE,courts,government,parliament,armedforces,electoralauth,ROTATING,bribed,bribed2,freetovote,fearviolence,fearviolence2,ballotconfidential,freefairelect,cashforvotes,cashforvotes2,patronage,patronage2,audit,hacking,campaignnews,govtnews,fakenews,fakenews2,hatespeech,hatespeech2,informedchoices,foreigninterference,foreigninterference2,mediamonitors,cyberattacks,cyberattacks2,diversenews,journalisticstandards,partisanjournalists,partisanjournalists2,fakesocial,fakesocial2,PEItype
Mauritius,MUS,Rest,Rest,2014,Rest,Rest,Rest,Rest,2019,Rest,Rest,Rest,,1,2,3,21533,1,Eastern & Southern Africa,0,,69,56,7,,3,3,2,4,2,4,67,63,,3,4,4,4,71,70,,3,3,3,3,3,50,46,,3,3,3,3,3,3,58,46,,2,4,3,4,5,1,2,4,61,50,,3,5,1,4,3,4,54,49,,3,2,1,3,3,4,2,44,26,,2,4,3,3,5,4,2,4,1,1,61,54,,5,4,4,2,4,2,4,83,76,,3,3,3,3,2,5,3,63,62,,4,4,4,4,77,73,,2,,8,5,5,5,7,,4,2,,,,,,,,,,,,,,3,3,4,2,3,3,3,4,1,5,3,3,4,2,4,2,Moderate
Malawi,MWI,Rest,Rest,2014,Rest,Rest,Rest,Rest,2019,2020,Rest,Rest,,3,3,1,1447,1,Eastern & Southern Africa,0,,50,46,5,,3,3,3,3,2,4,66,64,,2,4,3,3,60,56,,4,2,3,3,3,47,50,,3,3,3,3,3,3,46,35,,2,4,3,3,2,4,3,3,65,58,,3,4,2,2,3,4,52,52,,1,1,1,4,2,5,1,17,17,,3,3,4,2,4,4,1,4,1,1,41,41,,3,3,3,2,4,2,4,62,53,,4,2,4,3,3,3,4,48,47,,3,4,3,3,58,48,,1,,8,5,5,8,5,,4,2,,,,,,,,,,,,,,4,3,4,2,3,3,3,3,3,3,3,2,4,2,5,1,Low
Malaysia,MYS,Rest,2013,Rest,Rest,Rest,Rest,2018,Rest,Rest,Rest,2022,,4,4,3,26591,3,East Asia & Oceania,0,,44,42,5,,4,2,4,2,4,2,37,32,,3,4,3,3,60,56,,4,2,4,2,2,24,17,,3,3,3,3,3,3,48,34,,3,3,3,3,4,2,3,3,50,50,,2,5,1,2,2,5,35,30,,2,2,1,4,2,4,2,26,17,,2,4,4,2,4,4,4,4,3,2,61,57,,3,3,3,4,2,3,3,54,46,,3,3,3,3,1,5,4,66,59,,2,3,2,2,42,39,,2,,6,5,5,6,4,,4,2,,,,,,,,,,,,,,3,3,4,2,3,3,3,4,3,3,3,2,4,2,3,3,Low
Namibia,NAM,Rest,Rest,2014,Rest,Rest,Rest,Rest,2019,Rest,Rest,Rest,,2,2,3,10184,1,Eastern & Southern Africa,0,,54,61,7,,2,4,3,3,2,4,72,69,,3,4,4,4,72,69,,2,4,3,4,3,67,61,,3,3,3,3,3,3,55,53,,2,4,4,4,3,3,2,4,75,69,,4,4,2,3,4,4,76,55,,2,2,3,3,3,4,2,45,37,,2,4,2,4,3,4,3,3,4,2,58,60,,4,3,4,2,4,2,4,81,62,,3,3,2,4,1,5,4,72,80,,4,4,4,3,69,67,,2,,8,6,6,6,6,,2,4,,,,,,,,,,,,,,2,5,2,4,4,2,4,4,2,4,4,4,2,4,4,3,High
Niger,NER,Rest,Rest,Rest,Rest,2016,Rest,Rest,Rest,Rest,Rest,Rest,,4,4,1,978,1,West Africa,0,,,52,6,,2,4,2,4,2,4,75,75,,3,4,3,3,56,56,,2,4,2,4,4,75,64,,5,1,3,3,4,3,29,35,,2,4,3,4,5,1,4,2,35,43,,3,4,2,3,3,3,45,44,,3,3,2,4,2,5,1,20,32,,3,4,3,3,4,3,5,1,4,1,63,50,,4,3,4,1,5,1,5,74,74,,4,2,3,3,3,4,3,40,43,,3,4,4,4,69,66,,1,,8,6,6,6,7,,3,3,4,3,3,4,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,,Moderate
Nigeria,NGA,Rest,Rest,Rest,2015,Rest,Rest,Rest,2019,Rest,Rest,Rest,,4,5,2,5695,1,West Africa,0,,53,51,6,,2,4,2,4,2,4,80,62,,3,4,4,4,75,66,,3,3,3,3,3,48,55,,4,2,3,3,4,2,47,29,,2,4,2,3,3,3,3,3,56,51,,3,3,3,3,3,4,57,52,,2,2,2,4,2,4,2,34,24,,4,2,4,2,3,4,2,2,1,1,38,35,,3,4,4,2,4,2,4,78,69,,4,2,3,3,2,4,4,68,61,,4,4,4,4,75,72,,1,,5,4,4,4,6,,4,2,,,,,,,,,,,,,,2,4,4,2,3,3,3,4,2,5,4,4,2,4,4,2,Moderate
Nicaragua,NIC,Rest,Rest,Rest,Rest,2016,Rest,Rest,Rest,Rest,2021,Rest,,6,5,2,5936,2,Americas,0,,,33,3,,4,2,4,2,4,2,25,21,,2,3,2,2,31,35,,4,2,4,2,2,17,51,,3,3,3,3,3,3,41,41,,4,2,4,3,4,2,4,2,34,31,,2,4,2,2,3,4,37,36,,2,2,1,3,3,4,2,18,27,,4,2,4,2,3,2,2,3,2,1,16,31,,2,3,2,4,2,4,2,28,32,,4,2,3,3,2,4,2,39,45,,1,3,2,2,25,19,,1,,3,3,3,4,2,,4,2,2,4,2,3,2,3,3,5,1,,,,,,,,,,,,,,,,,,,,,Very Low
Netherlands,NLD,2012,Rest,Rest,Rest,Rest,2017,Rest,Rest,Rest,2021,Rest,,1,1,4,52982,4,Europe,1,,81,80,9,,1,5,1,5,1,5,93,92,,4,5,5,5,90,89,,2,4,1,5,4,87,68,,1,5,1,5,1,5,92,84,,1,5,4,4,3,3,2,4,81,80,,4,2,4,4,4,2,70,66,,4,3,3,2,4,2,4,68,66,,1,5,1,5,4,5,4,4,4,1,77,75,,5,5,5,1,5,1,5,93,88,,1,5,1,5,1,5,4,86,88,,5,5,4,5,89,88,,2,,8,7,7,7,9,,1,5,,,,5,,,,,,2,4,4,4,1,5,,,,,,,,,,,,,,,Very High
Norway,NOR,Rest,2013,Rest,Rest,Rest,2017,Rest,Rest,Rest,2021,Rest,,1,1,4,70320,4,Europe,1,,76,82,10,,2,4,2,4,1,5,80,78,,5,5,5,5,93,92,,2,4,2,4,4,77,69,,1,5,1,5,1,5,91,87,,1,5,4,4,2,4,1,5,86,85,,4,2,4,4,4,2,67,61,,4,3,4,2,4,2,4,73,73,,1,5,1,5,5,5,4,4,5,3,83,81,,5,5,5,2,4,2,4,92,92,,1,5,1,5,1,5,4,93,93,,5,5,5,5,94,93,,2,,9,8,8,8,9,,1,5,,,,5,,,,,,3,5,4,4,1,5,,,,,,,,,,,,,,,Very High
Nepal,NPL,Rest,2013,Rest,Rest,Rest,2017,Rest,Rest,Rest,Rest,2022,,3,4,1,2964,3,South Asia,0,,48,58,7,,2,4,2,4,2,4,74,73,,4,3,4,4,73,71,,2,4,2,4,3,65,60,,4,2,2,4,3,3,57,57,,2,4,3,4,4,2,2,4,61,57,,3,3,3,3,3,3,58,61,,3,2,2,4,2,3,3,42,31,,3,3,3,3,4,4,2,4,2,1,43,44,,4,3,4,2,4,2,4,76,74,,3,3,3,3,2,4,4,65,64,,4,4,4,4,73,70,,4,,6,5,6,6,7,,4,2,,,,4,,,,,,3,4,3,3,2,4,,,,,,,,,,,,,,,Moderate
New Zealand,NZL,Rest,Rest,2014,Rest,Rest,2017,Rest,Rest,2020,Rest,Rest,,1,1,4,39309,5,East Asia & Oceania,1,,76,75,9,,2,4,2,4,2,4,76,74,,5,5,5,5,95,94,,2,4,2,4,4,78,70,,3,3,2,4,2,4,73,56,,1,5,4,4,2,4,2,4,82,81,,3,3,3,4,3,2,55,54,,4,3,3,2,4,2,4,66,58,,1,5,2,4,5,4,4,4,5,2,82,78,,4,4,5,2,4,2,4,84,84,,2,4,2,4,1,5,4,84,85,,5,5,4,5,92,89,,2,,9,8,8,8,9,,1,5,,,,5,,,,,,4,4,3,3,2,4,,,,,,,,,,,,,,,Very High
Oman,OMN,Rest,Rest,Rest,2015,Rest,Rest,Rest,2019,Rest,Rest,Rest,,6,5,4,37671,3,Middle East,0,,,61,6,,4,3,4,3,3,3,63,48,,4,4,4,4,81,79,,3,3,3,3,3,56,53,,3,3,3,3,2,4,65,59,,4,2,4,3,2,4,3,3,55,55,,3,2,4,3,3,3,61,50,,3,2,2,3,3,3,3,51,43,,1,5,2,4,4,3,2,4,4,3,59,65,,4,4,4,3,3,3,3,73,70,,2,4,2,4,1,5,3,76,78,,3,4,3,4,61,65,,2,,6,6,6,6,6,,3,3,,,,,,,,,,,,,,2,4,2,4,3,2,4,3,2,4,2,3,3,3,3,3,High
Pakistan,PAK,Rest,2013,Rest,Rest,Rest,Rest,2018,Rest,Rest,Rest,Rest,,4,5,2,4827,3,South Asia,0,,45,47,6,,3,3,2,4,3,3,67,63,,3,4,3,3,59,55,,3,3,3,3,3,56,52,,3,3,3,3,2,4,59,51,,3,3,2,3,4,2,4,2,41,35,,2,2,4,3,3,4,57,54,,3,3,2,4,2,4,2,38,33,,4,2,4,2,4,4,3,2,2,2,48,41,,3,3,3,3,3,3,3,55,52,,4,2,4,2,2,4,3,48,43,,3,4,3,3,57,54,,3,,6,5,5,5,5,,3,3,,,,,,,,,,,,,,3,3,4,2,4,2,4,4,2,4,3,2,4,2,4,2,Low
Panama,PAN,Rest,Rest,2014,Rest,Rest,Rest,Rest,2019,Rest,Rest,Rest,,2,2,3,26850,2,Americas,0,,62,65,8,,3,3,3,3,2,4,63,59,,4,4,4,4,82,80,,3,4,2,4,4,71,60,,2,4,2,4,2,4,79,69,,2,4,3,3,2,4,2,4,74,68,,3,2,4,3,4,3,67,55,,3,2,2,4,2,4,2,41,31,,2,4,2,4,4,4,2,3,3,2,72,61,,4,5,4,2,4,2,4,87,83,,2,4,2,4,1,5,4,82,77,,4,4,4,4,84,80,,1,,5,5,4,5,8,,3,3,,,,,,,,,,,,,,2,4,2,4,4,3,4,3,2,4,4,3,3,3,4,3,High
Peru,PER,Rest,Rest,Rest,Rest,2016,Rest,Rest,Rest,2020,2021,Rest,,2,3,3,12962,2,Americas,0,,64,67,8,,2,4,1,5,2,4,74,76,,3,4,3,4,67,67,,2,4,2,4,4,76,63,,2,4,2,4,2,4,80,79,,2,4,4,3,3,3,2,4,62,63,,2,2,4,3,2,2,44,45,,3,2,2,3,3,2,4,46,49,,1,5,2,4,4,4,2,3,4,1,60,68,,5,4,4,1,5,1,5,87,85,,3,3,3,3,2,4,4,67,67,,4,4,4,4,75,76,,1,,5,5,4,5,7,,2,4,4,2,4,4,4,4,2,4,2,,,,,4,2,3,3,4,4,2,3,3,3,3,3,3,3,4,2,High
Philippines,PHL,Rest,2013,Rest,Rest,2016,Rest,Rest,2019,Rest,Rest,2022,,3,4,2,8129,3,East Asia & Oceania,0,,50,47,6,,3,3,3,3,2,4,55,45,,3,4,3,3,58,56,,3,3,3,3,3,47,52,,4,2,3,3,4,2,37,36,,3,3,4,3,4,2,3,3,54,52,,3,3,3,3,3,4,54,52,,2,2,2,4,2,4,2,24,19,,4,2,4,2,3,3,3,3,4,2,46,39,,4,3,3,2,4,2,4,67,65,,4,2,3,3,2,4,3,54,57,,3,4,3,3,57,55,,2,,5,5,4,5,5,,4,2,3,4,2,4,4,4,2,4,2,,,,,4,3,4,2,3,3,3,4,3,4,3,3,4,3,4,2,Low
Papua New Guinea,PNG,Rest,Rest,Rest,Rest,Rest,2017,Rest,Rest,Rest,Rest,2022,,4,3,2,3932,5,East Asia & Oceania,0,,36,40,3,,3,3,3,3,2,4,55,51,,2,3,2,2,28,30,,3,3,3,3,3,53,54,,5,1,5,1,4,2,7,14,,2,4,3,4,2,4,3,3,69,57,,3,3,3,3,3,4,52,55,,2,2,2,4,2,5,1,19,24,,5,1,5,1,3,3,2,2,2,1,21,31,,2,2,3,3,4,3,3,44,44,,4,2,2,4,4,2,3,39,38,,3,3,3,2,49,49,,3,,7,4,4,5,5,,5,1,,,,2,,,,,,3,3,3,3,2,4,,,,,,,,,,,,,,,Low
Poland,POL,Rest,Rest,Rest,2015,Rest,Rest,Rest,2019,2020,Rest,Rest,,2,2,4,30449,4,Eastern Europe & Central Asia,1,,65,71,8,,2,4,2,4,2,4,76,73,,4,4,4,4,80,79,,2,4,2,4,4,76,68,,2,4,2,4,2,4,80,73,,2,4,4,4,3,3,2,4,75,74,,3,4,2,3,3,3,51,47,,3,3,3,2,4,4,2,56,57,,1,5,2,4,4,4,4,4,4,1,72,75,,5,4,4,2,4,2,4,86,84,,2,4,2,4,1,5,4,78,80,,4,4,4,4,80,77,,2,,7,4,5,6,7,,3,3,,,,,,,,,,,,,,3,3,4,2,3,3,3,4,2,4,4,2,4,2,4,2,Very High
Portugal,PRT,Rest,Rest,Rest,2015,2016,Rest,Rest,2019,Rest,2021,2022,,1,1,4,33634,4,Europe,1,,76,74,9,,3,3,2,4,1,5,73,76,,4,4,5,5,91,91,,2,4,2,4,4,74,65,,2,4,3,3,3,3,60,47,,1,5,4,4,3,3,1,5,79,72,,4,2,4,4,4,3,65,60,,3,3,3,2,4,2,4,67,60,,1,5,1,5,5,5,4,4,4,1,75,74,,5,5,5,1,5,1,5,94,95,,1,5,2,4,1,5,4,86,87,,5,4,4,4,87,87,,2,,7,7,8,7,9,,1,5,5,1,5,5,5,1,5,2,4,,,,,2,4,2,4,4,2,4,4,1,5,4,4,2,4,4,2,Very High
Paraguay,PRY,Rest,2013,Rest,Rest,Rest,Rest,2018,Rest,Rest,Rest,Rest,,3,3,3,8671,2,Americas,0,,47,50,6,,3,3,3,3,2,4,53,49,,3,4,3,3,60,58,,2,4,2,4,3,67,59,,3,3,3,3,3,3,52,47,,2,4,2,2,3,3,2,4,57,51,,2,3,3,2,2,4,46,42,,3,2,2,5,1,4,2,28,22,,2,4,4,2,4,4,1,3,4,2,52,49,,3,4,3,2,4,2,4,69,65,,3,3,3,3,2,4,4,65,62,,2,4,3,3,54,49,,2,,3,4,3,5,5,,4,2,,,,,,,,,,,,,,3,3,2,4,3,4,2,3,2,4,4,2,4,2,3,3,Low
Qatar,QAT,Rest,Rest,Rest,Rest,Rest,Rest,Rest,Rest,Rest,2021,Rest,,6,5,4,93521,3,Middle East,0,,,65,7,,4,2,5,1,4,2,17,33,,4,4,4,5,81,81,,4,2,4,2,1,17,40,,5,1,5,1,3,3,17,57,,4,2,4,4,1,5,2,4,,69,,5,4,2,5,4,4,60,80,,4,,,3,3,2,5,,57,,1,5,1,5,4,3,1,5,1,1,53,62,,5,5,5,3,3,2,4,,83,,2,4,4,2,1,5,4,67,67,,4,4,4,4,67,67,,4,,5,7,5,5,6,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High
Romania,ROU,2012,Rest,2014,Rest,2016,Rest,Rest,2019,2020,Rest,Rest,,2,2,3,25495,4,Eastern Europe & Central Asia,0,,55,55,8,,3,3,3,3,3,3,56,51,,3,4,4,4,68,63,,3,3,3,3,3,52,48,,4,2,4,2,3,3,46,38,,2,4,3,4,4,2,2,4,62,60,,2,3,3,3,2,3,44,40,,3,3,2,3,3,4,2,46,44,,2,4,3,3,4,4,3,3,4,2,58,51,,4,4,4,2,4,2,4,79,73,,2,4,2,4,2,4,4,75,68,,3,4,3,3,64,61,,2,,6,5,5,6,6,,3,3,4,2,4,4,4,3,3,4,2,,,,,3,3,4,2,2,3,3,4,3,4,3,2,3,3,4,3,Moderate
Russia,RUS,Rest,Rest,Rest,Rest,2016,Rest,2018,Rest,Rest,2021,Rest,,7,6,3,26911,4,Eastern Europe & Central Asia,0,,62,43,3,,4,2,4,2,4,2,28,28,,3,4,2,3,43,42,,4,2,4,2,2,30,52,,3,3,3,3,3,3,47,48,,4,2,4,3,3,3,4,2,41,40,,2,4,2,2,2,4,31,33,,2,2,2,3,3,4,2,24,32,,3,3,4,2,4,3,3,4,4,3,58,55,,2,3,2,3,3,4,2,36,38,,3,3,3,3,2,4,3,58,57,,2,3,2,2,36,33,,1,,3,3,3,5,3,,3,3,3,3,3,3,2,3,3,3,3,,,,,3,3,3,3,3,2,4,3,2,4,3,2,3,3,3,3,Low
Rwanda,RWA,Rest,2013,Rest,Rest,Rest,2017,2018,Rest,Rest,Rest,Rest,,6,6,1,1767,1,Eastern & Southern Africa,0,,69,58,6,,4,2,3,3,3,3,46,44,,4,4,3,4,75,65,,2,4,3,3,3,64,52,,2,4,2,4,2,4,84,69,,3,3,4,3,3,3,3,3,53,54,,3,3,3,3,3,2,39,46,,3,2,3,2,4,3,3,42,47,,2,4,2,4,4,3,2,4,4,1,55,54,,4,4,4,2,4,2,4,80,69,,2,4,2,4,1,5,3,71,76,,3,4,3,3,64,62,,2,,5,6,5,6,6,,2,4,,,,3,,,,,,2,3,3,2,3,3,2,4,3,4,2,3,2,4,3,3,3,3,3,3,Moderate
Sudan,SDN,Rest,Rest,Rest,2015,Rest,Rest,Rest,Rest,Rest,Rest,Rest,,7,7,2,4568,1,Eastern & Southern Africa,0,,35,43,4,,4,2,4,2,4,2,40,28,,3,3,3,3,58,49,,3,3,3,3,2,49,41,,4,2,3,3,4,2,49,39,,3,3,4,3,4,2,4,2,60,46,,2,4,2,2,2,4,46,37,,2,2,2,3,3,4,2,40,27,,3,3,4,3,3,3,2,3,3,2,54,45,,3,4,3,2,4,3,3,67,57,,3,3,2,4,2,4,4,65,59,,2,3,3,2,48,43,,3,,4,3,3,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Low
Senegal,SEN,Rest,Rest,Rest,Rest,Rest,2017,Rest,Rest,Rest,Rest,2022,,3,3,2,3155,1,West Africa,0,,62,51,6,,4,3,4,2,3,3,40,40,,3,4,3,3,58,58,,2,4,2,4,4,61,60,,4,2,4,2,1,5,63,31,,3,3,4,4,4,2,3,3,53,51,,2,4,2,3,3,4,40,48,,3,2,2,3,3,4,2,31,35,,3,4,3,3,3,4,2,3,4,2,45,50,,4,4,4,2,4,2,4,75,70,,3,3,3,4,2,4,3,66,62,,3,3,3,4,53,53,,3,,6,5,5,8,6,,4,3,,,,4,,,,,,2,2,3,4,3,4,,,,,,,,,,,,,,,Moderate
Singapore,SGP,Rest,Rest,Rest,2015,Rest,Rest,Rest,Rest,2020,Rest,Rest,,4,4,4,92905,3,East Asia & Oceania,0,,59,59,6,,4,2,4,2,3,3,40,26,,4,4,4,4,79,81,,4,2,4,2,2,24,16,,2,4,2,4,1,5,88,79,,3,3,4,3,4,2,3,3,57,53,,2,4,2,3,2,3,38,42,,2,2,3,2,4,4,2,53,46,,1,5,2,4,4,3,3,4,4,2,51,67,,4,5,4,4,2,3,3,67,79,,2,4,2,4,1,5,4,81,83,,3,4,3,3,62,59,,2,,5,5,5,6,5,,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moderate
Solomon Islands,SLB,Rest,Rest,2014,Rest,Rest,Rest,Rest,2019,Rest,Rest,Rest,,3,3,2,2451,5,East Asia & Oceania,0,,63,60,7,,2,4,2,4,2,4,84,80,,4,3,4,4,73,70,,2,4,2,4,4,81,71,,3,3,2,4,3,3,55,51,,2,4,3,3,2,4,2,4,66,62,,4,2,4,3,4,4,66,61,,2,2,2,4,2,4,2,34,29,,3,3,3,3,4,4,2,3,2,2,62,43,,4,4,4,2,4,2,4,76,82,,3,3,2,4,3,3,4,63,60,,4,4,4,4,77,74,,3,,7,5,5,6,7,,3,3,,,,,,,,,,,,,,2,4,3,3,4,2,4,4,2,4,4,4,2,4,2,4,Moderate
Sierra Leone,SLE,2012,Rest,Rest,Rest,Rest,Rest,2018,Rest,Rest,Rest,Rest,,3,3,1,1409,1,West Africa,0,,,53,7,,2,4,3,4,2,4,74,63,,4,4,4,4,73,73,,3,4,3,3,3,54,48,,3,3,3,4,3,3,50,58,,2,4,2,3,3,3,3,3,60,53,,2,4,2,3,2,3,45,35,,3,3,2,2,4,4,2,40,33,,2,4,3,3,5,4,2,3,2,1,50,49,,4,2,4,1,5,1,5,81,63,,4,2,3,4,3,3,4,57,52,,4,4,4,4,72,69,,2,,5,3,3,4,6,,4,3,,,,,,,,,,,,,,3,3,2,4,3,3,4,4,2,5,3,3,4,2,4,3,Moderate
El Salvador,SLV,Rest,Rest,2014,2015,Rest,Rest,2018,2019,Rest,Rest,Rest,,2,3,2,8228,2,Americas,0,,61,55,7,,2,4,2,4,2,4,70,65,,3,3,4,4,69,65,,2,4,2,4,4,70,57,,3,3,3,3,3,3,53,46,,2,4,3,3,3,3,2,4,65,60,,2,2,4,3,3,3,53,47,,3,2,2,3,3,4,2,39,37,,2,4,3,3,3,4,3,4,3,1,58,51,,4,3,4,2,4,2,4,71,68,,3,3,3,3,2,4,4,66,58,,3,4,3,3,64,61,,2,,5,6,5,5,6,,3,3,,,,,,,,,,,,,,3,3,3,3,3,3,3,3,2,4,3,3,3,3,4,2,Moderate
Serbia,SRB,Rest,Rest,2014,Rest,2016,2017,Rest,Rest,2020,Rest,2022,,3,2,3,16593,4,Eastern Europe & Central Asia,0,,47,44,5,,3,3,4,2,3,3,51,49,,3,3,3,3,46,46,,2,4,3,3,3,60,57,,4,2,4,2,4,2,25,27,,2,4,4,4,4,2,3,3,54,53,,2,5,1,2,2,4,29,26,,2,2,2,3,3,4,2,30,29,,3,3,4,2,4,3,3,3,4,1,44,51,,3,3,3,2,4,3,3,54,52,,4,2,3,3,2,4,3,52,52,,2,3,2,2,38,38,,2,,4,3,3,5,4,,3,3,3,2,4,3,3,4,2,4,2,3,3,2,2,4,2,,,,,,,,,,,,,,,Low
Sao Tome & Principe,STP,Rest,Rest,2014,Rest,2016,Rest,2018,Rest,Rest,2021,2022,,2,2,2,3645,1,West Africa,0,,44,57,7,,2,4,2,4,2,4,74,68,,4,4,4,4,74,74,,3,3,3,3,3,56,53,,3,3,3,3,3,3,53,51,,2,4,4,4,3,3,2,4,64,63,,4,3,3,3,3,3,59,54,,3,2,1,3,3,4,2,38,28,,2,4,3,3,4,4,2,3,3,1,49,55,,4,3,4,2,4,2,4,72,63,,3,3,3,3,2,4,4,58,65,,3,4,3,3,62,64,,2,,5,6,7,6,6,,3,3,3,3,3,3,3,4,2,4,2,,,,,3,3,3,3,3,2,4,2,1,5,5,3,4,2,3,3,Moderate
Suriname,SUR,Rest,Rest,Rest,2015,Rest,Rest,Rest,Rest,2020,Rest,Rest,,2,3,3,16228,2,Americas,0,,,53,6,,3,3,3,3,2,4,60,54,,3,4,3,4,66,63,,3,3,3,3,3,56,55,,3,3,4,3,3,3,53,47,,2,4,4,4,4,2,2,4,68,62,,3,4,2,3,3,3,58,48,,3,2,2,3,3,5,2,40,30,,2,4,3,3,4,4,2,3,2,1,43,51,,3,2,4,3,3,2,4,61,61,,4,2,3,3,2,4,4,62,63,,3,4,3,3,61,58,,2,,7,5,5,6,6,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moderate
Slovak Republic,SVK,Rest,Rest,2014,Rest,2016,Rest,Rest,2019,2020,Rest,Rest,,1,1,4,30744,4,Eastern Europe & Central Asia,1,,77,76,9,,2,4,2,4,2,4,77,75,,4,5,4,5,90,90,,2,4,2,4,3,71,65,,2,4,1,5,2,4,87,80,,1,5,4,4,3,3,1,5,82,81,,4,2,4,4,4,3,61,63,,4,4,3,3,3,3,3,59,58,,1,5,2,4,5,5,3,4,3,1,73,71,,5,4,5,1,5,2,4,88,89,,2,4,1,5,1,5,4,80,84,,4,5,4,4,86,87,,2,,5,5,5,7,8,,2,4,4,1,5,5,5,2,4,3,3,,,,,3,3,4,2,4,2,4,4,2,4,4,3,3,3,3,3,Very High
Slovenia,SVN,2012,Rest,2014,Rest,Rest,2017,2018,Rest,Rest,Rest,2022,,1,1,4,34974,4,Eastern Europe & Central Asia,1,,70,76,8,,2,4,2,4,2,4,80,78,,4,4,4,5,82,81,,2,4,2,4,4,77,66,,2,4,1,5,1,5,91,85,,2,4,4,4,3,3,2,4,79,77,,3,3,3,3,3,3,49,58,,4,3,3,2,4,2,4,66,64,,1,5,1,5,5,4,4,4,4,1,79,77,,5,4,5,1,5,1,5,92,90,,2,4,2,4,1,5,4,81,85,,4,5,4,4,81,84,,2,,6,5,5,7,8,,1,5,,,,5,,,,,,2,5,4,4,2,4,3,3,3,3,3,4,1,5,3,3,3,3,4,3,Very High
Sweden,SWE,Rest,Rest,2014,Rest,Rest,Rest,2018,Rest,Rest,Rest,2022,,1,1,4,50893,4,Europe,1,,86,82,9,,2,4,1,5,1,5,87,86,,4,5,5,5,92,81,,1,5,1,5,4,85,70,,1,5,1,5,1,5,95,91,,1,5,4,4,2,4,2,4,86,82,,4,2,4,4,4,2,69,67,,4,3,3,1,5,2,4,71,71,,1,5,1,5,4,5,5,5,5,1,85,82,,5,5,5,1,5,1,5,96,95,,1,5,2,4,1,5,4,90,90,,5,5,5,5,94,94,,2,,9,8,8,8,9,,1,5,,,,,,,,,,,,,,2,4,2,4,4,2,4,4,1,5,4,4,2,4,3,3,Very High
Swaziland,SWZ,Rest,2013,Rest,Rest,Rest,Rest,2018,Rest,Rest,Rest,Rest,,7,6,2,7957,1,Eastern & Southern Africa,0,,48,42,4,,4,2,4,2,4,2,23,19,,3,3,3,4,62,60,,4,2,4,3,3,46,38,,3,3,3,3,3,3,54,45,,4,2,2,2,3,3,3,3,39,34,,3,3,3,2,3,3,49,41,,2,2,2,4,2,4,2,30,30,,3,3,3,3,3,3,3,3,3,2,46,41,,4,3,4,3,3,3,3,74,57,,4,2,3,3,2,4,3,57,50,,3,3,2,3,50,44,,2,,4,4,4,4,4,,3,3,,,,,,,,,,,,,,3,3,3,4,3,3,4,4,2,4,3,3,3,3,3,3,Low
Syria,SYR,Rest,Rest,2014,Rest,2016,Rest,Rest,Rest,2020,2021,Rest,,7,7,2,,3,Middle East,0,,19,23,1,,4,2,5,1,5,1,14,24,,2,2,1,2,18,22,,4,2,4,2,2,25,37,,5,1,5,1,4,2,12,23,,5,1,2,2,4,2,5,1,27,14,,1,5,1,1,1,3,21,16,,1,1,1,4,2,5,1,16,10,,4,2,4,2,3,1,2,2,2,1,29,23,,2,4,1,4,2,5,1,21,27,,2,4,2,4,3,3,1,58,51,,1,2,2,2,21,16,,1,,1,1,1,1,1,,4,2,2,5,1,2,1,4,2,5,1,,,,,,,,,,,,,,,,,,,,,Very Low
